PlotKey	DTVISIT	RECCOUNT	BSOILCOVER	TFOLCOVER	INVAFC	INVAGC	DTLOADED	wid	satvi0509	b2	b3	b4	b5	b6	b7	coords.x1	coords.x2
2014881101010B2	8/9/2014	101	8.91089109	25.74257426	0	0	6/16/2016	915	1276	1185	1162	1339	2333	3147	2602	-1085725.849	454083.7823
2014881101010B3	8/9/2014	101	19.8019802	33.66336634	0	0	6/16/2016	916	1260	1196	1162	1426	2248	3278	2701	-1086194.169	454435.7384
2014881101218B1	8/1/2014	101	20.79207921	43.56435644	0	0.99009901	6/16/2016	917	1009	1563	1588	1786	2773	3255	2581	-1045705.436	424022.9618
2014881101218B2	8/1/2014	101	31.68316832	55.44554455	0	0	6/16/2016	918	854	1307	1294	1353	2422	2548	1982	-1045511.116	424605.0637
2014881102114B2	8/25/2014	101	1.98019802	72.27722772	0	0	6/16/2016	919	782	1229	1127	1083	2062	2083	1573	-1091042.79	392657.7453
2014881102114B3	8/25/2014	101	11.88118812	56.43564356	0	0.99009901	6/16/2016	920	790	1040	933	908	1552	1569	1165	-1090481.544	392935.8071
2014881102116B1	8/24/2014	101	7.92079208	21.78217822	0	0	6/16/2016	921	1077	1458	1504	1695	2860	3533	2823	-1081038.51	383517.3688
2014881102116B2	8/24/2014	101	16.83168317	58.41584158	0	8.91089109	6/16/2016	922	894	1122	1056	1084	2166	2194	1654	-1081224.229	383799.8841
2014881102202B1	8/27/2014	101	6.93069307	75.24752475	0	0.99009901	6/16/2016	923	1094	1132	1193	1295	2443	2797	2152	-1071684.983	385474.1027
2014881102211B1	8/22/2014	101	10.89108911	72.27722772	0	6.93069307	6/16/2016	924	1237	1143	1152	1360	2237	3057	2321	-1053892.857	395513.3867
2014881102211B2	8/22/2014	101	1.98019802	44.55445545	0	0	6/16/2016	925	1148	1570	1548	1703	2478	2952	2383	-1054064.031	395884.7756
2014881102319B1	7/25/2014	101	21.78217822	69.30693069	0	7.92079208	6/16/2016	926	953	1327	1312	1406	2668	2798	2230	-1022560.291	401097.6142
2014881102319B2	7/25/2014	101	11.88118812	82.17821782	0	13.86138614	6/16/2016	927	1005	1294	1274	1355	2691	2789	2156	-1023042.562	401484.9794
2014881102320B1	7/24/2014	101	6.93069307	81.18811881	0	10.89108911	6/16/2016	928	1252	1211	1171	1237	2486	2787	2010	-1023002.727	397999.7638
2014881102320B2	7/24/2014	101	3.96039604	88.11881188	0	18.81188119	6/16/2016	929	1208	1247	1240	1385	2596	2901	2059	-1023399.906	398335.4972
2014881102410B1	8/10/2014	101	5.94059406	34.65346535	0	1.98019802	6/16/2016	930	1193	1191	1105	1187	2134	2657	2078	-1068289.911	438329.9344
2014881102410B2	8/10/2014	101	15.84158416	46.53465347	0	13.86138614	6/16/2016	931	1085	1443	1332	1385	2308	2305	1791	-1068073.951	438711.1179
2014881102508B1	8/11/2014	87	4.59770115	51.72413793	0	0	6/16/2016	932	546	1382	1253	1226	2046	1686	1335	-1048470.663	411321.037
2014881102508B2	8/11/2014	81	6.17283951	33.33333333	0	6.17283951	6/16/2016	933	884	1296	1173	1255	1944	1811	1412	-1048809.804	411532.6549
2014881102510B1	7/22/2014	101	25.74257426	63.36633663	0	23.76237624	6/16/2016	934	871	1372	1404	1613	2655	3211	2564	-1038947.7	414949.9945
2014881102510B2	7/22/2014	101	23.76237624	64.35643564	0	26.73267327	6/16/2016	935	919	1390	1406	1633	2690	3250	2657	-1038373.853	415102.4417
2014883201005B1	7/15/2014	101	41.58415842	14.85148515	0	0	6/16/2016	936	-199	1711	1888	2413	3074	3390	2895	-1136951.679	59506.04532
2014883201005B3	7/15/2014	101	36.63366337	15.84158416	0	0	6/16/2016	937	644	1656	1903	2344	3332	4154	3120	-1136649.654	60011.04042
2014883201016B2	7/16/2014	101	23.76237624	35.64356436	0	0	6/16/2016	938	737	1680	1887	2220	2970	3495	2787	-1119994.643	60674.54682
2014883201016B3	7/16/2014	101	55.44554455	31.68316832	0	0	6/16/2016	939	569	1341	1456	1677	2743	3035	2398	-1120122.58	61094.49492
2014885200319B1	7/10/2014	101	30.69306931	47.52475248	0.99009901	0	6/16/2016	940	1067	988	957	949	2062	2277	1654	-1015537.073	192147.7128
2014885201708B2	7/8/2014	101	40.59405941	33.66336634	0	0	6/16/2016	941	1078	1251	1365	1669	2763	3320	2591	-1106960.321	182876.2157
2014885201708B3	7/8/2014	101	42.57425743	25.74257426	0	0	6/16/2016	942	895	1236	1306	1594	2618	3273	2615	-1106770.551	183248.5854
2014885201714B1	7/9/2014	101	37.62376238	33.66336634	0	0	6/16/2016	943	1067	1321	1421	1686	2676	3432	2595	-1102354.953	177865.7587
2014885201714B2	7/9/2014	81	53.08641975	23.45679012	0	0	6/16/2016	944	702	1351	1493	1959	2862	3579	2890	-1101716.18	177963.3165
20148103100417B1	9/6/2014	101	3.96039604	74.25742574	0	0	6/16/2016	945	963	1067	1008	946	2175	1950	1403	-1052419.031	328166.2403
20148103100417B2	9/6/2014	101	13.86138614	51.48514851	0	0	6/16/2016	946	729	1254	1355	1471	2678	2597	2110	-1052084.115	328442.7657
20148103101412B1	7/31/2014	71	23.94366197	33.8028169	0	4.22535211	6/16/2016	947	640	1636	1927	2184	3318	3488	2870	-1053426.323	333147.0969
20148103101412B3	7/31/2014	101	19.8019802	68.31683168	0	3.96039604	6/16/2016	948	1035	1205	1186	1308	2356	2452	1925	-1053408.352	333626.0281
20148103101416B2	9/16/2014	101	23.76237624	62.37623762	0	0	6/16/2016	949	842	944	869	773	2118	1625	1200	-1055185.128	332019.8746
20148103101416B3	9/16/2014	101	17.82178218	67.32673267	0	51.48514851	6/16/2016	950	1084	1196	1242	1323	2657	2843	2136	-1055198.149	332347.6784
20148103101815B2	7/30/2014	55	25.45454545	29.09090909	0	1.81818182	6/16/2016	951	493	1186	1219	1301	2251	2362	1993	-1040994.89	341673.0263
20148103101815B3	7/30/2014	101	38.61386139	53.46534653	0	0.99009901	6/16/2016	952	905	1266	1341	1507	2450	2861	2378	-1041429.79	342064.2464
20148103101818B2	9/15/2014	101	17.82178218	33.66336634	0	0	6/16/2016	953	869	1285	1313	1441	2495	2909	2355	-1035074.077	345057.6694
20148103101818B3	9/18/2014	101	34.65346535	30.69306931	0	2.97029703	6/16/2016	954	712	1419	1576	1795	3073	3512	2815	-1034925.589	345485.0732
20148103101914B2	9/4/2014	101	14.85148515	67.32673267	19.8019802	36.63366337	6/16/2016	955	1369	1251	1302	1352	2652	3014	2183	-1024932.009	359863.4245
20148103101914B3	9/5/2014	101	5.94059406	77.22772277	0	46.53465347	6/16/2016	956	1227	1182	1164	1344	2365	2754	2123	-1024473.737	359934.3551
20148103102002B1	7/29/2014	101	33.66336634	44.55445545	0	0	6/16/2016	957	948	1271	1283	1404	2349	2778	2184	-1043999.289	349097.336
20148103102013B2	9/4/2014	101	12.87128713	51.48514851	0	0	6/16/2016	958	916	1154	1111	1149	2218	2368	1869	-1048033.742	352038.0872
20148103102013B3	9/4/2014	101	19.8019802	50.4950495	0	0	6/16/2016	959	788	1125	1127	1194	2307	2420	1827	-1048503.927	352501.1152
20148103200214B1	8/28/2014	101	29.7029703	18.81188119	0	1.98019802	6/16/2016	960	115	1605	1834	2298	3350	3871	3349	-1099352.552	365375.9636
20148103200214B2	8/28/2014	101	13.86138614	41.58415842	0	16.83168317	6/16/2016	961	623	1532	1699	2073	3041	3751	3092	-1099147.673	365731.834
20148103200216B1	8/26/2014	101	16.83168317	73.26732673	0	49.5049505	6/16/2016	962	964	1187	1171	1344	2325	2896	2274	-1076950.013	377263.7782
20148103200216B2	8/26/2014	101	19.8019802	55.44554455	0	17.82178218	6/16/2016	963	1168	1276	1332	1655	2858	3346	2401	-1077448.474	377568.4135
20148109200806B1	6/26/2014	101	31.68316832	53.46534653	0	0	6/16/2016	964	605	1229	1311	1522	2632	2722	2135	-864789.6443	122829.462
20148109200806B3	6/26/2014	101	38.61386139	52.47524752	0	0	6/16/2016	965	896	1213	1292	1479	2531	2875	2280	-864829.9962	123402.1448
20148109200811B1	9/10/2014	101	3.96039604	75.24752475	0	0	6/16/2016	966	879	1316	1416	1619	2431	2980	2351	-869036.8969	119167.7276
20148109200811B2	9/10/2014	101	6.93069307	53.46534653	0	0	6/16/2016	967	633	1370	1390	1562	2484	2841	2219	-868606.3264	119277.2823
20148113201107B1	9/11/2014	101	42.57425743	37.62376238	0	0	6/16/2016	968	331	1494	1724	2259	3261	3587	3082	-1128889.462	144268.1887
20148113201107B3	9/11/2014	101	33.66336634	30.69306931	0	0	6/16/2016	969	833	1339	1484	1878	2986	3523	2786	-1129220.067	145084.1765
20148113201113B1	7/17/2014	101	40.59405941	38.61386139	0	0	6/16/2016	970	728	1356	1498	1898	2984	3458	2955	-1128500.645	147723.0173
20148113201113B2	7/17/2014	101	32.67326733	40.59405941	0	0	6/16/2016	971	654	1252	1307	1580	2612	2874	2273	-1128646.09	147973.1724
2014353200618B1	7/18/2014	101	14.85148515	22.77227723	0	0	6/16/2016	972	1047	1319	1336	1561	2237	2810	2236	-1182223.632	-297213.0049
2014353200618B2	7/18/2014	101	32.67326733	35.64356436	0	0	6/16/2016	973	1004	1425	1413	1620	2463	3282	2549	-1182695.493	-296766.1394
2014356200601B1	8/5/2014	101	27.72277228	45.54455446	0	0	6/16/2016	974	773	1568	1694	2090	2818	3658	3109	-1169513.542	-246540.7298
2014356200601B2	8/5/2014	101	43.56435644	33.66336634	0	0	6/16/2016	975	824	1465	1549	1849	2682	3439	2884	-1169699.064	-246267.5349
20143539202319B1	7/2/2014	101	42.57425743	16.83168317	0	0	6/16/2016	976	279	1566	1727	2114	3069	3465	2847	-880637.1102	-15553.60988
20143539202319B2	7/1/2014	101	26.73267327	33.66336634	0	0	6/16/2016	977	345	1507	1602	1916	2778	3174	2600	-880297.8966	-15478.22658
20143539202603B3	7/30/2014	101	55.44554455	26.73267327	0	0	6/16/2016	978	297	1370	1506	1817	2637	2937	2545	-1016171.341	-35890.42468
20143543202205B1	7/17/2014	101	52.47524752	31.68316832	0	0	6/16/2016	979	596	1762	2166	2562	3463	5002	4249	-987655.418	-150953.3809
20143543202205B2	7/17/2014	101	26.73267327	19.8019802	0	0	6/16/2016	980	430	1825	2400	2797	3474	5011	4181	-988121.3756	-150613.221
20143543202516B1	7/16/2014	101	44.55445545	28.71287129	0	0	6/16/2016	981	419	1491	1784	2151	2978	3846	3270	-1005338.415	-153721.4055
20143543202516B2	7/16/2014	101	22.77227723	4.95049505	0	0	6/16/2016	982	-43	1424	1524	1738	2298	2339	1975	-1005797.328	-153524.015
20143545202403B1	7/28/2014	101	37.62376238	29.7029703	0	0	6/16/2016	983	682	1644	1829	2242	3121	4187	3652	-1050057.527	-48531.29168
20143545202403B2	7/28/2014	101	44.55445545	31.68316832	0	0	6/16/2016	984	590	1604	1781	2169	3069	4044	3580	-1050066.52	-48148.68528
20143545202405B3	7/29/2014	101	68.31683168	22.77227723	0	0	6/16/2016	985	582	1787	2020	2326	3159	4160	3654	-1055878.022	-38210.28728
20143545202619B3	7/29/2014	101	21.78217822	27.72277228	0	0	6/16/2016	986	1333	1270	1269	1420	2492	3295	2559	-1035482.261	6277.749923
2014499101210B1	6/24/2014	101	27.72277228	50.4950495	0	10.89108911	6/16/2016	987	908	1319	1342	1654	2489	3414	2924	-1087493.471	455434.4526
2014499101210B3	6/24/2014	101	33.66336634	58.41584158	0	12.87128713	6/16/2016	988	981	1371	1443	1699	2470	3375	2866	-1087673.672	456037.7999
20144913200820B1	6/15/2014	101	18.81188119	57.42574257	0	0	6/16/2016	989	216	1346	1406	1616	2249	2955	2532	-1199009.57	368734.497
20144913200820B2	6/15/2014	101	14.85148515	28.71287129	0	0	6/16/2016	990	709	1283	1369	1516	2453	2819	2365	-1199398.147	369018.4001
20144915200909B1	5/7/2014	101	62.37623762	26.73267327	0	0	6/16/2016	991	-54	1537	1945	2841	4059	4396	4206	-1241994.413	220574.4716
20144915200909B2	5/7/2014	101	52.47524752	41.58415842	0	0	6/16/2016	992	28	1511	1784	2565	3633	4088	3896	-1241573.603	220706.145
20144915202612B1	5/25/2014	101	73.26732673	10.89108911	0.99009901	0	6/16/2016	993	-525	1431	1625	2383	3197	3154	3181	-1279537.229	265878.5641
20144915202612B2	5/25/2014	101	2.97029703	31.68316832	0	0	6/16/2016	994	193	1610	1755	2218	2919	3501	3044	-1279185.081	266122.2477
20144915202620B2	5/27/2014	101	48.51485149	9.9009901	1.98019802	0	6/16/2016	995	-337	1686	2012	2944	3765	4464	4177	-1307584.603	233584.1316
20144915202620B3	5/27/2014	101	23.76237624	6.93069307	0	0	6/16/2016	996	-28	1703	1937	2626	3341	3916	3541	-1307289.108	233811.1368
20144915203317B1	5/7/2014	101	51.48514851	24.75247525	0	0.99009901	6/16/2016	997	61	2023	2339	2823	3472	4408	3807	-1221383.397	296642.0776
20144915203317B2	5/7/2014	101	84.15841584	5.94059406	0	0	6/16/2016	998	-20	2337	2521	2909	3495	4702	4269	-1221793.088	296978.0359
20144917201020B2	5/3/2014	101	37.62376238	37.62376238	0	0	6/16/2016	999	405	1654	2068	2502	3512	4402	3624	-1343718.425	117478.2821
20144917203502B1	5/5/2014	101	47.52475248	29.7029703	0	0	6/16/2016	1000	716	1592	1840	2152	3173	3972	3403	-1292352.243	153814.9772
20144917203502B3	5/5/2014	101	25.74257426	27.72277228	0	0	6/16/2016	1001	798	1707	1969	2310	3203	4293	3698	-1292013.035	154322.8278
20144917203505B2	5/4/2014	101	54.45544554	17.82178218	0	0	6/16/2016	1002	292	1730	2094	2541	3602	4157	3531	-1294012.658	174725.8482
20144917203607B1	5/17/2014	101	9.9009901	29.7029703	0	0	6/16/2016	1003	86	1617	1758	2099	2975	3058	2557	-1272141.464	136100.6599
20144917203607B2	5/17/2014	101	20.79207921	28.71287129	0	0	6/16/2016	1004	234	1526	1652	1970	2755	2876	2469	-1272143.361	136519.8667
20144917203614B1	5/17/2014	101	26.73267327	15.84158416	0	0	6/16/2016	1005	-540	1842	2019	2684	3533	3506	3138	-1279915.712	125974.6044
20144919202501B1	5/28/2014	101	45.54455446	24.75247525	0	0	6/16/2016	1006	-96	2209	2632	3097	4080	4729	3832	-1125876.852	259680.133
20144919202501B2	5/28/2014	101	44.55445545	30.69306931	0	3.96039604	6/16/2016	1007	149	2007	2376	2780	3723	4533	3817	-1125892.699	260065.2257
20144919202513B2	5/28/2014	101	5.94059406	89.10891089	0	68.31683168	6/16/2016	1008	1127	1326	1411	1622	2585	3377	2492	-1146257.685	263582.2867
20144919203204B1	5/27/2014	101	52.47524752	15.84158416	0	0	6/16/2016	1009	211	1816	2092	2553	3290	4219	3603	-1187706.141	249479.3081
20144919203215B1	5/29/2014	101	46.53465347	19.8019802	0.99009901	0.99009901	6/16/2016	1010	-184	1811	1969	2472	3273	3560	3013	-1152769.881	235505.9778
20144919203215B2	5/29/2014	101	27.72277228	24.75247525	0	0	6/16/2016	1011	451	1656	1739	2104	2982	3499	2812	-1152989.741	235787.7264
20144925100320B1	6/2/2014	101	22.77227723	37.62376238	0	0	6/16/2016	1012	1368	1207	1265	1449	2735	3430	2513	-1413531.823	112889.8643
20144925100320B2	6/2/2014	101	32.67326733	46.53465347	0	0	6/16/2016	1013	1215	1180	1239	1308	2628	2850	2146	-1413597.417	113399.0463
20144925100514B1	5/2/2014	101	48.51485149	39.6039604	0	2.97029703	6/16/2016	1014	927	1253	1385	1743	2757	3621	3088	-1356288.778	111286.3233
20144925100514B2	5/2/2014	101	2.97029703	32.67326733	0	0	6/16/2016	1015	1071	1348	1478	1705	2633	3502	2747	-1355850.76	111464.6363
20144925200420B1	6/7/2014	101	25.74257426	62.37623762	0	1.98019802	6/16/2016	1016	1081	1144	1201	1445	2551	3102	2561	-1442140.686	94799.97402
20144925200420B2	6/7/2014	101	27.72277228	50.4950495	0	0	6/16/2016	1017	1198	1042	1072	1210	2402	2789	2217	-1441533.661	94980.47952
20144925201001B1	5/2/2014	101	4.95049505	15.84158416	0	0	6/16/2016	1018	951	1206	1254	1377	2247	2663	2015	-1344806.11	100401.0863
20144925201001B2	5/2/2014	101	26.73267327	30.69306931	0	0	6/16/2016	1019	904	1195	1343	1552	2499	3059	2371	-1345330.227	100695.0284
20144925203117B1	4/30/2014	101	33.66336634	42.57425743	0	0	6/16/2016	1020	472	1210	1303	1857	2804	3386	2995	-1402690.226	82020.95222
20144925203117B2	4/30/2014	101	47.52475248	41.58415842	0	0	6/16/2016	1021	522	1236	1393	1984	2964	3649	3292	-1403131.716	82236.68262
20144925203120B1	4/30/2014	101	67.32673267	15.84158416	0	0	6/16/2016	1022	494	1407	1738	2383	3734	4462	3927	-1409846.603	94942.44052
20144925203120B2	4/30/2014	101	50.4950495	32.67326733	0	0	6/16/2016	1023	776	1422	1613	2067	3267	4087	3563	-1409297.863	95070.51472
20144937201206B1	5/16/2014	101	48.51485149	21.78217822	0	0	6/16/2016	1024	63	1238	1417	2261	3237	3504	3353	-1212217.922	68950.17942
20144937201213B1	5/16/2014	101	18.81188119	22.77227723	0	0	6/16/2016	1025	488	1443	1724	2366	3537	4280	3752	-1224820.681	79105.53042
20144937201213B2	5/16/2014	101	22.77227723	18.81188119	0	0	6/16/2016	1026	746	1218	1340	1771	2811	3376	2898	-1224209.903	79339.01702
20144937201304B1	5/15/2014	101	28.71287129	36.63366337	0	0	6/16/2016	1027	707	1136	1254	1684	2660	3101	2588	-1161129.87	94341.40512
20144937201304B2	5/15/2014	101	16.83168317	26.73267327	0	0	6/16/2016	1028	635	1180	1328	1807	2832	3188	2683	-1161497.597	94684.75922
20144937201316B1	5/15/2014	101	30.69306931	30.69306931	0	0	6/16/2016	1029	571	1504	1740	2206	3191	3908	3417	-1188443.537	84354.84992
20144937201316B2	5/15/2014	101	36.63366337	13.86138614	0	0	6/16/2016	1030	44	1437	1587	1956	2775	3012	2648	-1188684.1	84683.77702
20144937203817B1	5/14/2014	101	28.71287129	46.53465347	0	0	6/16/2016	1031	843	1257	1412	1856	2922	3128	2656	-1178473.294	137695.1425
20144937203817B2	5/14/2014	101	14.85148515	51.48514851	0	0	6/16/2016	1032	593	1130	1264	1565	2425	2590	2262	-1177850.791	137889.384
20144937203915B1	5/12/2014	101	31.68316832	35.64356436	0	0	6/16/2016	1033	502	1289	1513	2147	3309	3963	3541	-1159744.604	169466.2801
20144937203915B2	5/12/2014	101	24.75247525	31.68316832	0	0	6/16/2016	1034	364	1415	1662	2264	3427	3837	3404	-1159251.344	169745.7647
20144937203919B1	5/12/2014	101	39.6039604	47.52475248	0	0	6/16/2016	1035	442	1273	1436	2099	3102	3389	3193	-1171090.808	189380.7809
20144941101014B2	5/26/2014	76	14.47368421	23.68421053	0	0	6/16/2016	1036	670	1480	1733	2008	2955	3717	3075	-1315451.382	263334.5233
20144947101307B1	6/16/2014	101	6.93069307	77.22772277	0	2.97029703	6/16/2016	1037	1376	1090	1053	1169	2375	2896	2265	-1098216.772	426399.2046
20144947101307B2	6/16/2014	101	18.81188119	38.61386139	0	18.81188119	6/16/2016	1038	828	1331	1415	1767	2840	3420	2922	-1097612.953	426607.1881
20144947200710B1	6/21/2014	101	6.93069307	56.43564356	0	13.86138614	6/16/2016	1039	1165	1236	1219	1410	2335	3061	2407	-1158025.048	426312.62
20144947200710B2	6/21/2014	101	9.9009901	74.25742574	0	30.69306931	6/16/2016	1040	1232	1188	1151	1284	2457	2814	2191	-1158224.122	426630.5046
20144947202315B1	6/23/2014	101	17.82178218	14.85148515	2.97029703	2.97029703	6/16/2016	1041	-89	1533	1626	1847	2441	2592	2340	-1140543.032	357364.7151
20144947202315B2	6/23/2014	101	52.47524752	41.58415842	0	16.83168317	6/16/2016	1042	217	1560	1637	1902	2683	3056	2718	-1140372.076	357762.2468
20144947202317B1	6/23/2014	101	10.89108911	23.76237624	13.86138614	0	6/16/2016	1043	179	1866	2041	2386	3071	3952	3632	-1166023.409	350230.3715
20144947202317B2	6/23/2014	101	42.57425743	35.64356436	0	0	6/16/2016	1044	272	1635	1792	2078	2765	3352	3074	-1165514.774	350444.1993
20144947202407B1	6/22/2014	101	20.79207921	28.71287129	0	0	6/16/2016	1045	334	1716	1963	2351	3337	4056	3502	-1131623.172	336413.4261
20144947202407B2	6/22/2014	101	5.94059406	26.73267327	0	0	6/16/2016	1046	625	1603	1776	2093	2975	3722	3143	-1131862.209	336628.9518
20144947202417B1	6/23/2014	101	32.67326733	31.68316832	0	0	6/16/2016	1047	679	1567	1819	2164	3266	3690	2991	-1136210.571	312459.0753
20144947202417B2	6/23/2014	101	21.78217822	56.43564356	0	0	6/16/2016	1048	1331	1436	1334	1421	2385	3227	2466	-1135696.805	312674.6582
20144955203417B1	5/6/2014	101	61.38613861	28.71287129	0	0	6/16/2016	1049	-57	1455	1760	2587	3594	4084	3825	-1257960.647	172905.2977
20144955203417B2	5/6/2014	101	61.38613861	23.76237624	0	0	6/16/2016	1050	-108	1464	1851	2844	4006	4466	4210	-1257454.153	173133.3402
20144955203420B1	5/6/2014	101	66.33663366	21.78217822	0	0	6/16/2016	1051	-267	1707	2156	3084	4368	4655	4355	-1262761.14	174589.7548
20144955203420B2	5/6/2014	101	71.28712871	24.75247525	0	0	6/16/2016	1052	-333	1839	2270	3126	4350	4643	4263	-1263074.862	174800.1946
