long	lat	DEPTH	K_sw
-109.9672241	34.1766663	94	0.0452
-107.9467923	38.6102421	20	0.0452
-111.2655563	38.8588905	180	0.0452
-109.9400024	37.1088905	22.5	0.0452
-115.1322403	37.3155251	16.5	0.0452
-108.2141647	37.6938896	81	0.0451
-108.4179001	39.9333038	92	0.0451
-107.9359861	38.5794927	44	0.0451
-109.5555573	39.4933319	90	0.0451
-110.1627808	39.0183334	52	0.0451
-112.5	37.3722229	75	0.0451
-110.719696	41.3633347	27	0.0451
-109.922226	34.6172218	124	0.0451
-113.1222229	37.1988907	135	0.0451
-106.7358322	38.4927788	117	0.0451
-108.6552811	41.6613884	49.5	0.045
-108.3309555	39.9469147	117.5	0.045
-112.375	37.25	104	0.045
-108.6516647	36.6311111	22.5	0.045
-108.6938858	37.6755562	46	0.045
-108.6125	36.5236111	112	0.045
-109.7863922	40.4002762	118.5	0.045
-107.2892609	40.4571915	17	0.045
-108.8586111	39.2375	57.5	0.045
-109.8488922	38.8280563	5.5	0.0449
-112.0780563	36.2761116	24	0.0449
-108.5736694	35.9339447	170	0.0449
-111.4347229	35.0294456	26.5	0.0449
-114.1569444	36.4319444	3.5	0.0449
-114.541954	38.0957909	2.5	0.0449
-113.140274	36.4480553	42	0.0449
-110.5163889	42.6216667	86.5	0.0449
-106.4713898	39.8366661	81.5	0.0449
-112.5	37.3722229	35.5	0.0449
-111.4347229	35.0294456	44.5	0.0449
-106.8216629	40.394722	117	0.0449
-108.9152778	39.2663889	25	0.0448
-111.5334702	35.3609734	43.5	0.0448
-109.9672241	34.1766663	2.5	0.0448
-109.6238861	37.9609985	16	0.0448
-106.4713898	39.8366661	132	0.0448
-108.0758362	36.6866684	88.5	0.0448
-111.1828308	37.7846947	67	0.0448
-108.5311966	34.9042282	2.5	0.0448
-110.6456375	41.4393883	62.5	0.0448
-107.8387222	40.2499695	94	0.0448
-108.1182703	38.6835734	16.5	0.0448
-108.2020645	39.7849731	198	0.0448
-108.2074966	37.6966667	41.5	0.0448
-111.4347229	35.0294456	15	0.0448
-111.3777771	34.998333	94	0.0448
-110.1131363	41.5707779	110.5	0.0447
-108.3019409	38.146389	137	0.0447
-108.3019409	38.146389	46	0.0447
-111.4355545	35.0316658	72	0.0447
-108.1250207	38.698462	42	0.0447
-109.6469421	42.4777794	84	0.0447
-115.5055556	36.2716667	4	0.0447
-113.2291641	36.9491653	57	0.0447
-108.7961111	39.2483333	29	0.0447
-107.8320541	40.3155251	94	0.0447
-110.0989151	43.3669434	59	0.0447
-113.140274	36.4480553	19	0.0446
-110.719696	41.3633347	77.5	0.0446
-108.1774979	37.9086113	116	0.0446
-108.6436081	35.5977783	104.5	0.0446
-110.7191696	35.123333	309.5	0.0446
-105.8459702	40.3979721	138	0.0446
-107.9801267	38.6244917	5	0.0446
-107.0494634	39.0146361	49	0.0446
-110.5583344	42.2083321	71	0.0446
-107.8886795	38.6225201	44.5	0.0446
-108.8730556	37.0911111	146	0.0446
-114.6769409	36.7125015	14	0.0446
-110.4333344	42.6749992	120	0.0445
-108.2074966	37.6966667	89	0.0445
-109.8180542	38.8272209	71	0.0445
-108.8647232	41.3777771	23	0.0445
-107.4611816	37.0386314	49.5	0.0445
-108.5398026	34.9042282	11.5	0.0445
-108.0370712	38.5811577	110	0.0445
-108.8141632	39.2519455	21	0.0445
-110.7916641	39.4336128	142.5	0.0445
-108.2133331	37.6944427	52	0.0445
-109.1374969	40.0024986	198	0.0445
-110.0362528	41.5593111	4	0.0445
-111.2256088	40.3045273	70	0.0444
-110.0362528	41.5593111	16.5	0.0444
-108.8183333	39.3927778	60	0.0444
-108.7319412	36.6100006	142.5	0.0444
-110.8068314	41.3241959	29	0.0444
-111.7446976	35.2676659	44.5	0.0444
-109.9400024	37.1088905	9.5	0.0444
-108.5641632	40.2394447	1.5	0.0444
-107.4058304	36.2883339	2.5	0.0443
-108.4813919	37.1586113	37.5	0.0443
-107.8278351	38.4450264	50.5	0.0443
-108.2020645	39.7849731	225.5	0.0443
-110.0283356	34.540554	17	0.0443
-108.3309555	39.9469147	14.5	0.0443
-108.0096287	38.7417675	25.5	0.0443
-114.2244415	37.7969093	158.5	0.0443
-109.7863922	40.4002762	38.5	0.0442
-108.2020645	39.7849731	20.5	0.0442
-108.5398026	34.9042282	39.5	0.0442
-110.2699966	42.8461113	180	0.0441
-107.1930618	37.2516594	38	0.0441
-108.6416702	35.5994453	167.5	0.0441
-108.9691696	35.0036125	80	0.0441
-107.7825012	36.9088898	146	0.0441
-115.182518	38.7707748	85.5	0.0441
-109.8708344	34.9900017	117	0.0441
-114.1305542	36.7652779	2	0.0441
-108.1250207	38.698462	31.5	0.0441
-108.2655563	38.0763893	113	0.044
-111.4266663	35.0222206	40.5	0.044
-113.4694443	36.9911118	10	0.044
-112.5	37.3722229	14	0.044
-110.177002	37.7299995	1.5	0.044
-113.140274	36.4480553	33	0.044
-107.9891667	38.6669444	47	0.044
-108.2388916	37.5991669	34	0.0439
-113.140274	36.4480553	7.5	0.0439
-109.4747238	39.4752769	106.5	0.0439
-107.0720291	40.3394165	58.5	0.0439
-107.4005585	36.2841682	132	0.0439
-106.7358322	38.4927788	75	0.0439
-106.422226	40.2936096	30.5	0.0439
-107.0636978	40.3119164	206	0.0439
-111.297226	37.5602493	2.5	0.0439
-112.5	37.3722229	4	0.0439
-109.4747238	39.4752769	67.5	0.0439
-110.6456375	41.4393883	5	0.0439
-111.4375	34.8483315	85	0.0439
-106.5668869	38.7572212	10	0.0439
-113.2291641	36.9491653	78.5	0.0438
-110.1409988	38.4669991	9	0.0438
-108.1774979	37.9086113	57	0.0438
-108.1182703	38.6835734	4	0.0438
-112.0780563	36.2761116	40.5	0.0438
-106.4713898	39.8366661	11.5	0.0438
-111.4375	34.8483315	17.5	0.0438
-109.9433365	40.9300003	120.5	0.0438
-107.4008331	36.2861099	6	0.0438
-108.7166667	37.065	143	0.0437
-108.1774979	37.9086113	88	0.0437
-109.8708344	34.9900017	94	0.0437
-109.9188919	34.4036102	24	0.0437
-114.1569444	36.4319444	11	0.0437
-110.7916641	39.4336128	6	0.0437
-107.0344467	36.2413902	1	0.0437
-110.5583344	42.2083321	42	0.0437
-110.4875031	39.1844444	157.5	0.0437
-110.80175	42.2656111	26	0.0437
-115.1627731	36.5168571	4.5	0.0437
-111.4347229	35.0294456	6.5	0.0437
-107.9249055	37.7990836	50.5	0.0437
-114.2805557	36.6819458	0.5	0.0437
-109.5555573	39.4933319	24	0.0437
-115.2638889	35.9913889	2.5	0.0436
-108.0758362	36.6866684	119	0.0436
-108.8730556	37.0911111	1.5	0.0436
-107.8333359	37.6569443	10	0.0436
-110.719696	41.3633347	13	0.0436
-108.2074966	37.6966667	66	0.0436
-107.9502945	38.6104927	31.5	0.0436
-114.4833298	36.6077766	80	0.0436
-108.4179001	39.9333038	113	0.0436
-109.5311111	39.7316667	2.5	0.0436
-108.9152778	39.2663889	10	0.0436
-108.6436081	35.5977783	51	0.0436
-111.1828308	37.7846947	22	0.0436
-107.8387222	40.2499695	74.5	0.0436
-107.833252	38.3878326	157.5	0.0436
-107.2266693	36.2224998	47	0.0436
-111.7446976	35.2676659	21.5	0.0435
-108.797226	36.6091652	147.5	0.0435
-106.4713898	39.8366661	4	0.0435
-111.3777771	34.998333	28	0.0435
-107.9502945	38.6104927	10	0.0435
-111.1828308	37.7846947	34	0.0435
-107.8320541	40.3155251	43	0.0435
-110.1941681	42.4119453	53	0.0435
-111.4355545	35.0316658	48	0.0435
-108.2319412	37.6844444	127.5	0.0435
-107.9359861	38.5794927	29	0.0435
-110.1691666	34.9644432	1	0.0435
-110.1919479	34.5147209	6	0.0435
-109.6238861	37.9609985	14.5	0.0434
-108.8519444	37.1444444	32	0.0434
-110.2419434	41.9552765	157	0.0434
-110.646698	41.4381371	38	0.0434
-109.1374969	40.0024986	152.5	0.0434
-115.0666656	36.1805458	130.5	0.0434
-111.1828308	37.7846947	47.5	0.0434
-108.7277778	36.5541667	58.5	0.0434
-114.4287491	36.3862762	68.5	0.0434
-113.1222229	37.1988907	2.5	0.0434
-108.0370712	38.5811577	48	0.0434
-110.0763855	43.0888901	35	0.0434
-108.6436081	35.5977783	151.5	0.0434
-114.9833298	36.1166649	1.5	0.0433
-108.8730556	37.0911111	8	0.0433
-109.8488922	38.8280563	18.5	0.0433
-110.2419434	41.9552765	98	0.0433
-110.5383301	35.5272217	0	0.0433
-108.9308319	39.2780571	2.5	0.0433
-111.3777771	34.998333	47	0.0433
-108.1774979	37.9086113	142	0.0433
-108.2141647	37.6938896	94	0.0433
-111.5334702	35.3609734	82.5	0.0433
-108.3019409	38.146389	42	0.0432
-107.4764557	37.0016899	52	0.0432
-108.2133331	37.6944427	143.5	0.0432
-108.4179001	39.9333038	53	0.0432
-107.8780594	39.123333	57.5	0.0432
-108.8519444	37.1444444	2.5	0.0432
-110.7916641	39.4336128	54	0.0432
-108.206665	37.6963882	84	0.0432
-114.6930542	36.7194443	79	0.0432
-105.8705521	39.9288902	48	0.0432
-114.2805557	36.6819458	4	0.0432
-108.797226	36.6091652	95.5	0.0432
-108.2249985	37.9247208	68.5	0.0431
-112.9411087	37.2205544	137.5	0.0431
-111.339785	38.04802	147	0.0431
-108.523613	35.3480568	14	0.0431
-111.3225021	39.0730553	100.5	0.0431
-108.2655563	38.0763893	139.5	0.0431
-108.6469421	40.8886108	196.5	0.0431
-110.6533356	35.5811119	23	0.0431
-108.4813919	37.1586113	53	0.043
-111.3919449	35.0052795	33	0.043
-110.0325012	34.6688881	57.5	0.043
-109.9672241	34.1619453	59.5	0.043
-109.4471583	37.8694028	120.5	0.043
-110.7191696	35.123333	197	0.043
-107.8949966	39.106945	64.5	0.043
-111.223114	37.8640556	2	0.043
-115.6971389	36.3176111	9	0.0429
-106.4197235	39.5283318	65	0.0429
-106.8216629	40.394722	9	0.0429
-112.0780563	36.2761116	11.5	0.0429
-111.3919449	35.0052795	15.5	0.0429
-114.4827805	36.6169434	55.5	0.0429
-110.0100021	34.6583328	123.5	0.0429
-113.2344437	36.4116669	142	0.0429
-107.8886795	38.6225201	41	0.0429
-106.7602768	39.1811104	74	0.0429
-110.66068	40.84456	129	0.0429
-107.0494634	39.0146361	27.5	0.0429
-107.9022903	38.4723282	67.5	0.0429
-108.6938858	37.6755562	61	0.0429
-108.2005539	37.6502762	19	0.0428
-108.1212426	38.68399	26.5	0.0428
-110.6252747	40.4333344	133	0.0428
-107.0720291	40.3394165	30.5	0.0428
-114.460556	36.5769463	90	0.0428
-106.7358322	38.4927788	90	0.0428
-109.6238861	37.9609985	41.5	0.0428
-111.508667	34.9694176	19	0.0428
-107.6351089	40.4358025	276	0.0428
-108.8947222	37.1316667	99.5	0.0428
-110.0989151	43.3669434	43	0.0428
-109.8708344	34.9900017	137	0.0428
-114.4287491	36.3862762	120.5	0.0427
-110.8841629	40.226944	72	0.0427
-111.4266663	35.0222206	17.5	0.0427
-107.79673	38.3404961	94	0.0427
-111.3777771	34.998333	13.5	0.0427
-107.7825012	36.9088898	68.5	0.0427
-108.3100815	35.8872604	55	0.0427
-107.9022903	38.4723282	10	0.0427
-108.6125	36.5236111	67.5	0.0427
-111.1039429	37.8663597	0.5	0.0427
-107.8278351	38.4450264	36.5	0.0427
-115.1572189	36.1599998	28	0.0426
-108.1212426	38.68399	13	0.0426
-109.6916656	42.8697205	158.5	0.0426
-109.8797226	34.5849991	76	0.0426
-108.1182703	38.6835734	50.5	0.0426
-107.8780594	39.123333	77.5	0.0426
-108.1212426	38.68399	4.5	0.0426
-110.1691666	34.9644432	123.5	0.0426
-110.3098907	41.2798042	39.5	0.0426
-108.1774979	37.9086113	29	0.0425
-107.8211136	37.1986122	105.5	0.0425
-107.8209457	40.2544136	47.5	0.0425
-108.8519444	37.1444444	14	0.0425
-110.177002	37.7299995	25.5	0.0425
-111.508667	34.9694176	5	0.0425
-108.7736111	39.265	24.5	0.0425
-114.3461151	38.0007935	2.5	0.0425
-106.6169434	39.7652779	122	0.0425
-114.1291656	36.7705574	7.5	0.0425
-106.6169434	39.7652779	143.5	0.0425
-109.5555573	39.4933319	2.5	0.0424
-115.1572189	36.1599998	6.5	0.0424
-108.2141647	37.6938896	126	0.0424
-107.8333359	37.6166649	91	0.0424
-106.7358322	38.4927788	36.5	0.0424
-108.7736111	39.265	9	0.0424
-115.5055556	36.2716667	14.5	0.0424
-108.6469421	40.8886108	161	0.0424
-110.480278	41.877224	80	0.0424
-110.3440323	35.789753	137	0.0424
-108.206665	37.6963882	58	0.0424
-107.9502945	38.6104927	78.5	0.0423
-111.4355545	35.0316658	28	0.0423
-111.3777771	34.998333	68.5	0.0423
-106.422226	40.2936096	141	0.0423
-109.9400024	37.1088905	9	0.0423
-109.8444443	34.2247238	16.5	0.0423
-107.6351089	40.4358025	248.5	0.0423
-113.2344437	36.4116669	76.5	0.0423
-108.2074966	37.6966667	25	0.0423
-107.8421478	38.4803276	42	0.0422
-107.8744431	39.1022224	118.5	0.0422
-108.5730591	37.7116661	116	0.0422
-106.4197235	39.5283318	90.5	0.0422
-110.719696	41.3633347	98	0.0422
-114.507782	37.802742	4	0.0422
-110.0989151	43.3669434	77.5	0.0422
-109.4747238	39.4752769	38.5	0.0422
-109.94	37.1088889	9	0.0422
-111.3777771	34.998333	6	0.0422
-109.9188919	34.4036102	143.5	0.0422
-107.0494634	39.0146361	7.5	0.0422
-108.8294449	37.0991669	165	0.0422
-107.8477317	38.385524	18.5	0.0422
-107.7172241	37.478611	11.5	0.0421
-109.9063873	42.605835	90.5	0.0421
-112.9977798	37.3858337	58.5	0.0421
-108.7486115	36.4097214	77.5	0.0421
-109.9433365	40.9300003	43.5	0.0421
-108.7961111	39.2483333	7.5	0.0421
-108.0461121	39.0258331	6	0.0421
-114.507782	37.802742	15.5	0.0421
-111.6940002	38.1100006	62	0.0421
-107.8780594	39.123333	34.5	0.0421
-108.0461121	39.0258331	20	0.042
-114.6930542	36.7194443	112	0.042
-106.8977814	40.0422211	80.5	0.042
-115.0722222	36.1741667	21.5	0.042
-106.7358322	38.4927788	58.5	0.042
-110.0799713	43.3605843	118	0.042
-107.6351089	40.4358025	212.5	0.042
-108.5641632	40.2394447	4	0.042
-110.5383301	35.5272217	0	0.042
-109.9494476	35.4872208	129.5	0.042
-108.5999985	39.1380539	7.5	0.0419
-114.460556	36.5769463	82.5	0.0419
-111.4266663	35.0222206	6.5	0.0419
-109.1719437	37.7786102	160	0.0419
-107.8886795	38.6225201	21	0.0419
-108.3309555	39.9469147	4	0.0419
-110.2619476	41.2430573	24	0.0419
-107.9891667	38.6669444	78	0.0419
-109.8708344	34.9900017	73.5	0.0419
-109.8444443	34.2247238	4	0.0419
-107.8949966	39.106945	46.5	0.0419
-105.8362427	40.2808952	29.5	0.0419
-111.3225021	39.0730553	47	0.0419
-108.2133331	37.6944427	120.5	0.0419
-111.508667	34.9694176	99	0.0418
-108.4813919	37.1586113	184.5	0.0418
-107.7825012	36.9088898	109	0.0418
-108.0905533	37.9452782	114.5	0.0418
-110.0989151	43.3669434	10	0.0418
-115.3382797	36.4982224	90	0.0418
-107.0506439	40.2999725	108	0.0418
-106.660553	39.9494438	51	0.0418
-114.4783401	37.9710732	4	0.0418
-108.5999985	39.1380539	26.5	0.0418
-110.171196	41.3158073	88	0.0417
-108.2005539	37.6502762	35.5	0.0417
-107.8421478	38.4803276	9	0.0417
-108.7319412	36.6100006	53.5	0.0417
-110.0919418	34.8813896	21.5	0.0417
-110.0799713	43.3605843	95.5	0.0417
-108.8730556	37.0911111	180.5	0.0417
-113.1222229	37.1988907	9	0.0417
-108.7277778	36.5541667	76	0.0417
-107.9891667	38.6669444	22	0.0417
-110.3046389	40.1795833	83	0.0417
-109.8180542	38.8272209	4.5	0.0417
-109.1719437	37.7786102	60.5	0.0417
-110.80175	42.2656111	39	0.0417
-105.8847656	39.9174843	24	0.0417
-107.8387222	40.2499695	118.5	0.0417
-108.3019409	38.146389	28	0.0416
-110.66068	40.84456	86	0.0416
-106.8399963	39.5413895	33	0.0416
-108.6516647	36.6311111	152.5	0.0416
-109.4683304	39.3619461	53	0.0416
-114.4827805	36.6169434	29.5	0.0416
-107.9938889	38.4952774	100.5	0.0416
-111.0773926	37.6893616	22	0.0416
-108.206665	37.6963882	39.5	0.0416
-110.0325012	34.6688881	81.5	0.0416
-108.6469421	40.8886108	118	0.0416
-111.7036133	38.0813904	13	0.0416
-109.8444443	34.2247238	10.5	0.0416
-107.0727768	36.2305565	48.5	0.0416
-108.9272232	35.8827782	134.5	0.0416
-108.5641632	40.2394447	12.5	0.0415
-111.4375	34.8483315	1.5	0.0415
-107.1750031	40.2886124	10	0.0415
-108.8972244	35.4930573	65	0.0415
-115.1572189	36.1599998	61	0.0415
-111.2655563	38.8588905	130	0.0415
-109.5822222	40.4327778	124	0.0415
-109.6897202	42.8730545	15.5	0.0415
-107.8777771	38.3927765	7	0.0415
-108.0905533	37.9452782	142	0.0415
-111.434166	34.833889	2	0.0415
-109.6469421	42.4777794	31.5	0.0415
-106.6169434	39.7652779	77.5	0.0415
-108.2655563	38.0763893	35.5	0.0415
-108.5641632	40.2394447	4.5	0.0415
-108.3005556	38.8708333	41	0.0414
-108.4813919	37.1586113	129	0.0414
-107.8886795	38.6225201	14	0.0414
-107.7825012	36.9088898	40.5	0.0414
-107.3655548	36.3549995	90	0.0414
-108.3600006	38.4338875	28.5	0.0414
-106.4197235	39.5283318	9	0.0414
-111.1883316	40.2183342	94	0.0414
-108.5516663	37.5730553	38	0.0414
-113.3111115	36.9944458	15	0.0413
-112.9977798	37.3858337	85	0.0413
-105.8459702	40.3979721	86.5	0.0413
-110.1610031	41.2350006	38	0.0413
-107.0344467	36.2413902	78.5	0.0413
-108.6516647	36.6311111	77.5	0.0413
-110.0100021	34.6583328	94	0.0413
-110.4875031	39.1844444	141	0.0413
-109.9700012	35.5574989	95.5	0.0413
-108.5398026	34.9042282	70	0.0413
-107.0727768	36.2305565	28	0.0413
-105.8847656	39.9174843	9	0.0413
-107.0527802	39.461113	66.5	0.0413
-114.4287491	36.3862762	0.5	0.0413
-107.3655548	36.3549995	90	0.0413
-107.4672241	39.1258316	44	0.0413
-108.7277778	36.5541667	43.5	0.0412
-108.9691696	35.0036125	14	0.0412
-111.3916702	34.998333	18	0.0412
-110.7191696	35.123333	255	0.0412
-108.4813919	37.1586113	241	0.0412
-107.3199997	37.0741653	68.5	0.0412
-113.2344437	36.4116669	52.5	0.0412
-110.6558304	35.5836105	63.5	0.0412
-109.9672241	34.1619453	24	0.0412
-108.6650009	35.0005569	71.5	0.0412
-107.8886795	38.6225201	28	0.0412
-108.7486115	36.4097214	22.5	0.0412
-110.3098907	41.2798042	76.5	0.0412
-108.1886139	37.480278	147.5	0.0412
-114.460556	36.5769463	71	0.0412
-105.8705521	39.9288902	29	0.0412
-114.4361115	37.1566658	7	0.0412
-115.3382797	36.4982224	12.5	0.0411
-108.5163879	39.0872231	26.5	0.0411
-109.1719437	37.7786102	97.5	0.0411
-110.3814694	40.8631361	21.5	0.0411
-108.1222706	38.6990731	19	0.0411
-109.1719437	37.7786102	33	0.0411
-107.79673	38.3404961	39.5	0.0411
-111.5912857	35.5700264	16.5	0.0411
-107.8387222	40.2499695	53	0.0411
-107.8233337	37.8527794	22	0.0411
-109.0374985	38.6800003	130	0.0411
-107.0727768	36.2305565	139.5	0.0411
-108.4124985	37.2519455	74	0.0411
-112.375	37.25	36	0.0411
-108.206665	37.6963882	71	0.0411
-111.3777771	34.998333	1.5	0.0411
-107.4005585	36.2841682	4	0.0411
-112.375	37.25	63.5	0.041
-112.8150024	36.6824989	11.5	0.041
-113.2963867	37.1674995	10	0.041
-107.4058304	36.2883339	52	0.041
-109.7863922	40.4002762	15.5	0.041
-110.5402756	41.5374985	13	0.041
-108.8586111	39.2375	153	0.041
-107.0727768	36.2305565	114.5	0.041
-110.7927528	42.2943389	27	0.041
-110.3814694	40.8631361	42.5	0.041
-107.5625	37.1072235	7.5	0.041
-107.4981537	40.4202461	47	0.041
-108.1033531	38.6761847	63	0.041
-108.2319412	37.6844444	63	0.041
-110.0989151	43.3669434	107.5	0.041
-110.1131363	41.5707779	57	0.041
-110.66068	40.84456	62.5	0.041
-106.1978302	39.3803482	38	0.041
-108.4813919	37.1586113	297.5	0.0409
-108.3933334	37.2383347	193.5	0.0409
-109.1719437	37.7786102	132	0.0409
-108.5516663	37.5730553	199.5	0.0409
-108.2942886	39.9224701	6.5	0.0409
-107.497879	40.4241371	82.5	0.0409
-108.8947222	37.1316667	57	0.0409
-115.1572189	36.1599998	96.5	0.0409
-110.1919479	34.5147209	1	0.0409
-113.2344437	36.4116669	98	0.0409
-108.6125	36.5236111	37	0.0409
-110.0818863	43.369751	147.5	0.0409
-111.418541	39.1230202	93	0.0409
-108.5730591	37.7116661	163	0.0409
-107.8211136	37.1986122	67	0.0408
-108.4813919	37.1586113	155	0.0408
-110.1763306	41.3253326	20	0.0408
-107.8883184	38.6178535	13	0.0408
-107.7745361	38.4978004	4	0.0408
-108.9691696	34.9741669	10.5	0.0408
-111.1883316	40.2183342	70	0.0408
-110.4922256	39.2080574	89.5	0.0408
-107.6351089	40.4358025	35.5	0.0408
-111.4375	34.8483315	6.5	0.0408
-108.7486115	36.4097214	50	0.0408
-108.6650009	35.0005569	124.5	0.0408
-108.4179001	39.9333038	6.5	0.0408
-108.1033531	38.6761847	36	0.0408
-114.1361084	36.7688904	31.5	0.0408
-108.3019409	38.146389	24.5	0.0408
-114.4597244	36.5736122	22.5	0.0408
-107.9572093	38.6105754	4.5	0.0408
-106.4197235	39.5283318	127	0.0408
-109.8630524	40.8822212	5	0.0408
-110.0989151	43.3669434	26	0.0407
-108.5730591	37.7116661	138.5	0.0407
-107.7388916	37.5013885	135.5	0.0407
-111.434166	34.833889	6	0.0407
-108.523613	35.3480568	4	0.0407
-106.7358322	38.4927788	17.5	0.0407
-109.8488922	38.8280563	27	0.0407
-110.0784454	41.3434181	115.5	0.0407
-109.6907398	38.8162041	179	0.0407
-110.7916641	39.4336128	23.5	0.0407
-108.1886139	37.480278	96	0.0407
-107.8387222	40.2499695	29	0.0407
-111.2491684	39.6555557	30	0.0407
-106.6169434	39.7652779	100.5	0.0407
-111.2256088	40.3045273	96.5	0.0407
-108.1886139	37.480278	170.5	0.0407
-113.2291641	36.9491653	5	0.0407
-109.9069444	37.4019444	68.5	0.0406
-111.418541	39.1230202	61.5	0.0406
-108.4179001	39.9333038	25	0.0406
-108.6938858	37.6755562	86	0.0406
-109.4747238	39.4752769	26	0.0406
-113.3111115	36.9944458	35.5	0.0406
-111.2127762	39.6802788	141	0.0406
-111.305275	34.4519463	5	0.0406
-106.6169434	39.7652779	56	0.0406
-109.9069444	37.4019444	33.5	0.0406
-108.2655563	38.0763893	68.5	0.0406
-107.4691696	38.669445	130.5	0.0406
-108.1774979	37.9086113	10	0.0406
-112.375	37.25	18	0.0406
-111.5912857	35.5700264	5	0.0406
-107.6324997	38.9822235	98	0.0405
-115.6971389	36.3176111	1.5	0.0405
-108.7277778	36.5541667	23	0.0405
-110.0989151	43.3669434	35	0.0405
-108.4813919	37.1586113	72.5	0.0405
-106.7563858	40.836113	5	0.0405
-110.1080551	42.6925011	98.5	0.0405
-111.434166	34.833889	13	0.0405
-111.043335	38.9291649	105.5	0.0405
-109.6469421	42.4777794	13	0.0405
-113.672226	37.0441666	12	0.0405
-111.3919449	35.0052795	5.5	0.0405
-105.8847656	39.9174843	68.5	0.0405
-108.2655563	38.0763893	87.5	0.0405
-110.177002	37.7299995	13.5	0.0405
-110.177002	37.7299995	13.5	0.0405
-109.9355545	41.5369453	35.5	0.0404
-109.4747238	39.4752769	15.5	0.0404
-111.1883316	40.2183342	42	0.0404
-111.6015625	35.5991936	43.5	0.0404
-108.4124985	37.2519455	48	0.0404
-109.5555573	39.4933319	11.5	0.0404
-108.2005539	37.6502762	106.5	0.0404
-111.434166	34.833889	49.5	0.0403
-110.480278	41.877224	57.5	0.0403
-107.9998016	36.6428032	71.5	0.0403
-109.2627792	41.6241684	1.5	0.0403
-108.1791687	37.4799995	8	0.0403
-108.653	37.245	43	0.0403
-111.6672211	38.1427765	37	0.0403
-109.1719437	37.7786102	195	0.0403
-108.6436081	35.5977783	20.5	0.0403
-108.3378983	39.8980255	15	0.0403
-111.305275	34.4519463	24	0.0403
-109.6238861	37.9609985	17	0.0403
-106.8977814	40.0422211	49.5	0.0403
-115.182518	38.7707748	51	0.0403
-111.7446976	35.2676659	79	0.0403
-109.6452789	42.7677765	157.5	0.0402
-108.8730556	37.0911111	19	0.0402
-115.0772324	37.2121925	104	0.0402
-108.0758362	36.6866684	75	0.0402
-115.1322403	37.3155251	2.5	0.0402
-113.7177811	37.2866669	29	0.0402
-113.1038895	37.0677795	71	0.0402
-105.8638916	40.3483315	45.5	0.0402
-113.2291641	36.9491653	36.5	0.0402
-110.6558304	35.5836105	34.5	0.0402
-106.0672226	39.4324989	27	0.0402
-112.1020203	37.0692177	19	0.0402
-106.5668869	38.7572212	23	0.0402
-110.2419434	41.9552765	66.5	0.0402
-108.5516663	37.5730553	161.5	0.0402
-110.6558304	35.5836105	14	0.0402
-111.043335	38.9291649	2.5	0.0402
-108.6938858	37.6755562	113	0.0402
-108.4179001	39.9333038	181	0.0401
-108.1103897	39.6677551	22	0.0401
-107.7825012	36.9088898	24	0.0401
-111.5282288	35.6650276	52	0.0401
-107.79673	38.3404961	11.5	0.0401
-108.609726	41.5719452	127	0.0401
-107.9881744	40.3535805	103	0.0401
-107.8211136	37.1986122	44	0.0401
-108.2655563	38.0763893	51	0.0401
-110.2419434	41.9552765	39.5	0.0401
-108.7619444	39.2372222	19.5	0.0401
-110.3202744	35.7849998	53.5	0.0401
-108.1886139	37.480278	123.5	0.0401
-114.2544479	36.7552795	288	0.0401
-110.7927528	42.2943389	2.5	0.0401
-108.1223373	39.6155319	29.5	0.0401
-110.1691666	34.9644432	67	0.0401
-108.1791687	37.4799995	16.5	0.04
-108.653	37.245	30.5	0.04
-107.1738892	36.4361115	45.5	0.04
-108.4929047	39.896637	43	0.04
-108.2388916	37.5991669	54.5	0.04
-105.8847656	39.9174843	43	0.04
-108.8586111	39.2375	40	0.04
-111.4347229	35.0294456	1.5	0.04
-105.8880539	39.8955574	15	0.04
-107.9572093	38.6105754	19.5	0.04
-109.8708344	34.9900017	54.5	0.04
-108.6469421	40.8886108	43.5	0.04
-110.0818863	43.369751	122	0.0399
-108.7166667	37.065	59.5	0.0399
-110.8061142	39.5330544	98.5	0.0399
-108.1791687	37.4799995	29	0.0399
-108.0905533	37.9452782	68.5	0.0399
-109.9688873	35.5572205	1	0.0399
-107.497879	40.4241371	108	0.0399
-111.6063919	38.3894463	52.5	0.0399
-114.1361084	36.7688904	7.5	0.0399
-107.7825012	36.9088898	13	0.0399
-109.5822222	40.4327778	70	0.0399
-114.2544479	36.7552795	363	0.0399
-111.3511124	34.7874985	4	0.0399
-108.0905533	37.9452782	86.5	0.0399
-106.4225006	40.2941666	135	0.0399
-111.6940002	38.1100006	107	0.0399
-113.7177811	37.2866669	12.5	0.0399
-109.9672241	34.1619453	92.5	0.0399
-111.434166	34.833889	21.5	0.0399
-114.2661133	36.7763901	54	0.0398
-108.2005539	37.6502762	5	0.0398
-111.7036133	38.0813904	30.5	0.0398
-109.5822222	40.4327778	39	0.0398
-107.8886795	38.6225201	4.5	0.0398
-112.375	37.25	5	0.0398
-106.660553	39.9494438	28	0.0398
-110.539444	41.540554	53.5	0.0398
-107.8955154	38.4757996	108	0.0398
-109.29953	41.7160568	85	0.0398
-109.8045528	41.4466556	19	0.0397
-112.1020203	37.0692177	76.5	0.0397
-107.0727768	36.2305565	81.5	0.0397
